workflow_id,workflow_name,source_repo,normalized_domain,workflow_family,fit,quality_tier,codex_usefulness,source_url_status,confidence,real_life_job,input_contract,output_artifact,validation_gate,human_review_boundary,safety_boundary,what_to_copy,what_to_ignore,canonical_source_url,tags
surface-0029,Full Catalog,agentskillexchange/skills,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,verify_source_first,broken,medium-low,Browse a full skill catalog to find reusable skill/package references and candidate router surfaces.,"Repository documentation, source links, category indexes, and user-provided context.",Matched router surface and expansion plan.,Confirm source page reachability and catalog entries before copying patterns into an ECC contract.,Optional unless the selected output affects a person or external system.,Keep as reference pattern until copied into an ECC contract.,"Catalog structure, registry metadata patterns, category indexing approach, and router-surface matching ideas after verification.",Any unverified skill behavior or operational claims not visible in the source page.,https://github.com/agentskillexchange/skills/blob/main/CATALOG.md,skill-registry;config-package;catalog;router;reference
surface-0030,Industry collections index,agentskillexchange/skills,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,verify_source_first,broken,medium-low,Browse industry-oriented skill collections to identify relevant reusable workflow packages.,"Repository documentation, source links, category indexes, and user-provided context.",Matched router surface and expansion plan.,Verify industry index contents and linked collection entries before using them as router evidence.,Optional unless the selected output affects a person or external system.,Keep as reference pattern until copied into an ECC contract.,"Industry category taxonomy, collection index structure, and metadata useful for router expansion.",Any detailed workflow behavior not directly evidenced by the index page or linked verified skill files.,https://github.com/agentskillexchange/skills/blob/main/industries/README.md,skill-registry;industry-index;taxonomy;router;reference
surface-0032,JSON Index,agentskillexchange/skills,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,verify_source_first,broken,medium-low,"Use a machine-readable skill index to map packages, metadata, and reusable routing candidates.","Repository documentation, source links, category indexes, JSON index data, and user-provided context.",Matched router surface and expansion plan.,Validate the JSON index schema and referenced skill paths before treating entries as canonical.,Optional unless the selected output affects a person or external system.,Keep as reference pattern until copied into an ECC contract.,"JSON registry schema ideas, package metadata fields, source URL mapping, and lookup-friendly indexes after verification.",Any inferred execution semantics not present in the JSON index.,https://github.com/agentskillexchange/skills/blob/main/skills.json,json-index;config-package;machine-readable-registry;router;reference
surface-0033,OpenClaw manifest,agentskillexchange/skills,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,verify_source_first,broken,medium-low,Inspect a manifest-style package definition for reusable agent workflow and skill registry ideas.,"Repository documentation, skill files, manifests, and category indexes.","Workflow pattern, reusable skill/package idea, or router match.","Validate manifest fields, referenced paths, and package semantics before copying into an ECC contract.",Optional unless output affects a person or external system.,Keep as reference pattern until copied into an ECC contract.,"Manifest organization, package metadata conventions, and router-facing fields after source verification.",Any operational behavior not explicitly described by the manifest or verified linked files.,https://github.com/agentskillexchange/skills/blob/main/openclaw.json,manifest;config-package;agent-workflows;package-metadata;reference
surface-0056,JSON-LD context,api-evangelist/use-cases,agent_workflows,config_package_registry,source_taxonomy,silver,strong_reference,canonicalized,medium,"Use a JSON-LD vocabulary/context file as source-taxonomy reference for naming, labeling, and aligning future workflow catalog surfaces.","JSON-LD context file, repository vocabulary files, source links, category indexes, and user-provided labeling context.","Source taxonomy reference, matched router surface, or vocabulary-backed expansion plan.",Check that terms come directly from the JSON-LD/context source and avoid extending the vocabulary without a separate catalog decision.,"Optional for taxonomy lookup; required if labels will drive external actions, compliance claims, or person-impacting routing.",Reference taxonomy only; do not convert terms into operational workflow behavior without an ECC contract.,"Stable vocabulary terms, context structure, naming conventions, and taxonomy relationships that are visible in the source.","Do not infer automation steps, validation gates, or agents from vocabulary terms alone.",https://github.com/api-evangelist/use-cases/blob/main/use-cases.jsonld,json-ld;source-taxonomy;vocabulary;config-package;use-cases;router-labels
surface-0058,Agents directory,ashishpatel26/500-AI-Agents-Projects,agent_workflows,config_package_registry,skill_package_reference,gold,copy_or_adapt_now,exact_page_reachable,high,"Browse runnable agent examples across common task categories to identify workflow ideas, metadata conventions, and candidate router labels.","Agents directory, per-agent folders, README index, requirements files, env examples, metadata files, and user-provided catalog hints.",Workflow-pattern match list or inspiration-catalog row with notes on which examples may inform a Codex/ECC contract.,"Inspect the specific agent folder before classifying behavior; verify inputs, outputs, dependencies, and env requirements instead of relying on the directory title alone.","Optional for browsing; required before running examples with API keys, external services, user data, or publication actions.","Treat as inspiration, not a Codex/ECC package; isolate any copied idea into a new ECC workflow contract with scoped tools and no implicit credential use.","Task taxonomy, folder-per-agent organization, quick-start expectations, metadata-file idea, and candidate real-world job names.","Do not copy runtime dependencies, env handling, API-key assumptions, or app code as the source of truth for Codex/ECC workflow design.",https://github.com/ashishpatel26/500-AI-Agents-Projects/tree/main/agents,agent-examples;inspiration-catalog;task-taxonomy;runnable-examples;workflow-router
surface-0080,AGENTS instructions,indranilbanerjee/contentforge,agent_workflows,config_package_registry,runtime_platform_inspiration,gold,strong_reference,canonicalized,high,"Guide coding agents in discovering and running a content-production plugin through reusable skills, scripts, commands, and repo conventions.","AGENTS.md instructions, skills directory, scripts directory, command files, optional MCP connector references, brand/profile configuration.","Agent routing guidance, canonical entry-point map, package-shape reference, or Codex/ECC config pattern.",Confirm canonical branch and file path; verify claimed entry points against repo paths before copying any package pattern.,"Optional for cataloging; required before using content-generation, publishing, connector setup, or compliance-signing behavior in a real workflow.","Treat as reference instructions only; external connectors, publishing, and generated content workflows require explicit approval and local ECC safety gates.","AGENTS.md structure, canonical entry-point table, repo path map, skill-discovery wording, and clear connector opt-in boundary.","Do not copy domain-specific content pipeline claims, compliance requirements, or external connector behavior unless the target ECC contract needs them.",https://github.com/indranilbanerjee/contentforge/blob/master/AGENTS.md,agent_workflows;agents_md;skill_registry;codex_context;canonicalized
surface-0081,Commands directory,indranilbanerjee/contentforge,agent_workflows,config_package_registry,skill_package_reference,gold,copy_or_adapt_now,canonicalized,high,Expose user-facing command files that route common content-production tasks to reusable underlying skills.,"Command markdown files, README command list, user intent, brand/profile context, topic or content task details.","Matched command surface, router entry, or expansion plan from command shim to skill workflow.",Verify directory listing and command files are reachable; confirm each command maps to a skill before treating it as reusable.,"Optional for command cataloging; required before publishing, translating, or connecting external systems through a command.",Keep as a compatibility/reference pattern; do not execute command workflows or third-party writes without explicit approval and ECC validation.,"Command directory layout, concise command naming, and mapping pattern from user-facing entry points to skills.",Do not copy command-first architecture as the primary ECC surface; avoid importing external publishing or connector assumptions.,https://github.com/indranilbanerjee/contentforge/tree/master/commands,commands;skill_registry;compatibility_surface;router_entry;canonicalized
surface-0086,README skill catalog,indranilbanerjee/contentforge,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,canonicalized,high,"Present a reusable content-production plugin package with skills, commands, quality gates, manifests, setup instructions, and cross-surface compatibility notes.","README catalog, supported surface table, skills list, command list, brand setup inputs, plugin manifests, scripts, and connector notes.","Reusable package-shape reference, skill catalog classification, router match, or expansion plan.","Check canonical branch, README freshness, manifest paths, skill count consistency, and whether claims are backed by repo files before copying package structure.","Optional for package-shape cataloging; required before generating client-facing content, publishing to CMS, using connectors, or relying on compliance-related outputs.","Use as reference only; copied patterns need a separate ECC contract, explicit source attribution, connector opt-in, and review boundaries for generated/published content.","README package anatomy, supported-surface matrix, skill catalog table, command-to-skill relationship, manifest path documentation, and validation/release consistency checks.","Do not copy domain-specific marketing pipeline behavior, model/version claims, publishing workflows, or compliance assertions without current verification and target-workflow need.",https://github.com/indranilbanerjee/contentforge/blob/master/README.md,agent_workflows;config_package;skill_catalog;codex_plugin;canonicalized
surface-0095,Executor pipeline,marieai/marie-ai,agent_workflows,config_package_registry,runtime_platform_inspiration,needs_verification,verify_source_first,broken,low,"Study an executor-pipeline surface as inspiration for how work units are invoked, bounded, and validated, then translate only relevant concepts into Codex/ECC catalog language.","Repo docs, source links, category indexes, and user-provided context.",Matched router surface and expansion plan.,"Verify the executor path or repository index before making any stronger claim; map any execution concept to explicit Codex/ECC inputs, outputs, and safety gates.","Recommended before sending, publishing, or writing externally.",Do not treat the runtime platform as Codex architecture unless explicitly chosen.,"Confirmed patterns for executor boundaries, task packaging, and pipeline-stage naming.","Runtime-specific worker model, service assumptions, external dependencies, and non-Codex execution architecture.",https://github.com/marieai/marie-ai/tree/main/marie/executor,runtime-platform-reference;general;executor-pipeline;execution-boundary;skillregistry
surface-0098,Flows guide,marieai/marie-ai,agent_workflows,config_package_registry,runtime_platform_inspiration,needs_verification,verify_source_first,broken,low,"Classify a flows guide as runtime workflow inspiration for reusable workflow patterns, skill or package ideas, and router matching.","Repo docs, skill files, manifests, and category indexes.","Workflow pattern, reusable skill or package idea, and router match.","Read the flows guide or README before citing behavior; keep any translation grounded in explicit workflow contracts, inputs, outputs, and review gates.","Recommended before sending, publishing, or writing externally.",Do not treat the runtime platform as Codex architecture unless explicitly chosen.,"Confirmed flow concepts that help describe reusable workflow stages, router matches, or package boundaries.","Runtime-specific flow APIs, deployment expectations, and any behavior not directly evidenced by the guide.",https://github.com/marieai/marie-ai/blob/main/docs/flows.md,runtime-platform-reference;agent-workflows;flows-guide;workflow-pattern;skillregistry
surface-0109,On-device skills folder,mergisi/awesome-openclaw-agents,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,high,"Catalog lightweight reusable skills for local/offline tasks such as code explanation, commit messages, meeting notes, pricing advice, SQL explanation, summaries, and tone shifts.","Skill folder list, README install URL, prompts, SKILL.md metadata, scripts/index.html, and optional assets/webview.html.","Reusable skill/package pattern showing a skill folder with instructions, executable script entry point, and optional UI asset.",Confirm folder list and required files; inspect a specific skill folder before treating the script or UI shape as reusable.,Optional for catalog lookup; required before executing or distributing any script-backed skill.,Reference only; script-backed skills require code review and sandboxing before use in an ECC workflow.,"Folder shape with SKILL.md plus script entry point, install URL pattern, sample prompts, and optional UI asset convention.","App-specific installation steps, device-specific assumptions, and any executable behavior not inspected at the individual skill level.",https://github.com/mergisi/awesome-openclaw-agents/tree/main/skills/gemma,skill-registry;config-package;script-backed-skill;offline-skill;ui-asset
surface-0107,Platform skills folder,mergisi/awesome-openclaw-agents,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,high,"Catalog small reusable skills for developer workflow tasks such as commit writing, debugging checklists, cost comparison, architecture sketching, and cost audits.","Skill folder, README table, skill names, install rows, and SKILL.md format guidance with YAML frontmatter.",Reusable config-package pattern for a skill registry row and router match.,Confirm folder list and README format reference; inspect individual SKILL.md files before copying any behavior into a new ECC skill.,"Optional for catalog lookup; required before adopting any generated commit, architecture, or audit output that affects a real repo or person.",Reference only until translated into an ECC contract; do not copy external instructions wholesale without review for tool permissions and write boundaries.,"Skill folder table, concise SKILL.md frontmatter convention, trigger-heavy descriptions, and short skill-size guidance.","Runtime-specific invocation assumptions, slash-command wording, and any framework-specific install path not needed for Codex/ECC.",https://github.com/mergisi/awesome-openclaw-agents/tree/main/skills/claude,skill-registry;config-package;developer-workflows;skill.md;router-reference
surface-0117,Divisions manifest,msitarzewski/agency-agents,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,high,"Maintain a division manifest that maps top-level source directories to catalog labels, icons, and colors for browsing and validation.","Top-level division directories, divisions.json entries, display metadata, and validation scripts that compare the manifest to directories and converter/linter config.","Config manifest for category routing, catalog display, and consistency checks.",Run or mirror a consistency check that compares manifest entries with source directories and conversion/lint configuration before adopting the taxonomy.,"Optional unless category changes affect a person, external system, or published catalog.",Keep as reference pattern until copied into an ECC contract; manifest categories do not imply operational behavior by themselves.,"Source-of-truth manifest concept, display metadata fields, add-a-division checklist, and consistency-check gate.",Do not copy the exact division taxonomy unless it matches the local catalog contract.,https://github.com/msitarzewski/agency-agents/blob/main/divisions.json,manifest;divisions;config-package;category-router;validation-gate
surface-0119,Specialized division,msitarzewski/agency-agents,agent_workflows,config_package_registry,skill_package_reference,silver,strong_reference,canonicalized,medium,Browse a specialized category folder to identify candidate reusable agent/workflow surfaces for catalog routing.,"Canonical specialized folder listing, source files, repo index, and division manifest entry for the specialized category.",Matched router surface and expansion plan for selected specialized entries.,Open the specific source file for any selected specialized entry before describing capabilities or copying patterns.,Optional unless output affects a person or external system.,Keep as reference pattern until copied into an ECC contract; folder membership alone is not enough to infer workflow behavior.,"Category folder as router surface, one-file-per-entry organization, and canonicalized path handling for stale catalog links.",Do not infer specific workflow behavior from filenames alone.,https://github.com/msitarzewski/agency-agents/tree/main/specialized,skill-registry;category-folder;specialized;router-surface;canonicalized
surface-0120,Strategy playbooks,msitarzewski/agency-agents,agent_workflows,config_package_registry,skill_package_reference,gold,copy_or_adapt_now,exact_page_reachable,high,"Browse a strategy folder containing coordination, playbook, runbook, quickstart, and executive brief surfaces for reusable workflow lookup.","Strategy directory listing, nested coordination/playbook/runbook folders, and visible markdown strategy documents.",Matched router surface and expansion plan for strategy or playbook-style catalog entries.,Open the relevant playbook or runbook file before extracting any process steps or adopting a workflow pattern.,Optional unless output affects a person or external system.,Keep as reference pattern until copied into an ECC contract; do not execute playbook actions from the folder listing alone.,"Folder-level separation of strategy surfaces and the idea of routing quickstarts, runbooks, and playbooks separately.","Do not invent playbook content, decision rules, or operating procedures from the directory listing alone.",https://github.com/msitarzewski/agency-agents/tree/main/strategy,skill-registry;strategy;playbooks;runbooks;router-surface
surface-0121,Tools manifest,msitarzewski/agency-agents,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,high,"Maintain a tools manifest that defines supported tool targets, install contracts, rendering formats, destination templates, detection paths, and validation requirements.","tools.json entries, converter/install scripts, required fields, supported format names, install kind, scope, destination templates, and detection/version metadata.","Config manifest for tool indexing, install/render routing, and consistency validation.",Validate required fields and compare manifest entries with converter/install script support before adopting any tool target.,"Optional unless output affects a person, external system, or user environment installation.",Keep as reference pattern until copied into an ECC contract; require explicit approval before installing tools or modifying user/project config.,"Manifest-as-source-of-truth pattern, required-field validation, explicit installKind, render format contract, scope metadata, and destination templates.","Do not copy unsupported tool targets, install commands, or user-environment modification behavior without a local approval boundary.",https://github.com/msitarzewski/agency-agents/blob/main/tools.json,tools-manifest;config-package;install-contract;render-format;validation-gate
surface-0136,AAS Agent & MCP Builder,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,use_with_caution,exact_page_sparse,low,Use a skill/package bundle as a reference when shaping reusable Codex/ECC agent workflow configuration.,"Repo docs, skill files, manifests, category indexes, and package metadata for the referenced bundle.","Workflow pattern summary, reusable skill/package idea, or router match for later ECC contract work.",Confirm source reachability and inspect manifest or skill files before copying any pattern into a repo workflow.,"Optional for reference-only cataloging; required before output affects a person, external system, or project workflow contract.",Keep as a reference pattern until deliberately copied into an ECC contract with explicit action boundaries.,"High-level package organization, manifest fields, registry conventions, and routing metadata if verified.","Unverified operational claims, external action behavior, and any package-specific assumptions not visible in source.",https://github.com/sickn33/antigravity-awesome-skills/tree/main/plugins/antigravity-bundle-aas-agent-mcp-builder,skill-registry;config-package;agent-workflows;mcp;reference-pattern
surface-0138,AAS Web App Builder,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,codex_config_candidate,silver,strong_reference,exact_page_sparse,medium,Reference a packaged web-app-builder bundle shape for reusable Codex/ECC workflow cataloging.,"Repository folder and plugin package files; exact page shows package folder containing .codex-plugin, skills, and compatibility metadata.",Catalog row describing a config-package surface and possible router expansion target.,Confirm package folder is reachable and contains expected package surfaces before copying any pattern into an ECC contract.,"Optional for cataloging; required before using the package shape to affect people, production systems, or third-party resources.","Reference only until translated into a local ECC workflow contract with explicit input, output, validation, and write boundaries.",Package layout idea: plugin metadata plus nested skills as a reusable bundle surface.,Do not infer implementation behavior from the sparse folder listing alone.,https://github.com/sickn33/antigravity-awesome-skills/tree/main/plugins/antigravity-bundle-aas-web-app-builder,skill-registry;config-package;web-app-builder;plugin-layout;sparse-source
surface-0139,Bundles index,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,skill_package_reference,needs_verification,use_with_caution,exact_page_sparse,low,Look up available bundles from an index so a reusable Codex/ECC catalog can route users to the right package reference.,"Bundle index documentation, source links, category indexes, and user-provided lookup context.",Matched router surface and expansion plan for a bundle or bundle category.,Verify the bundle index is reachable and current before using it as authoritative routing data.,Optional for catalog lookup; required before selected bundle guidance changes a project or external system.,Treat as a registry reference only until a selected bundle is inspected and translated into an ECC contract.,"Index structure, category naming, bundle metadata shape, and source-link conventions if verified.",Assumed bundle capabilities not supported by the index or linked package contents.,https://github.com/sickn33/antigravity-awesome-skills/blob/main/docs/users/bundles.md,skill-registry;bundle-index;catalog;router-surface;config-reference
surface-0140,Design a DDD Core Domain,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,skill_package_reference,gold,copy_or_adapt_now,canonicalized,high,"Guide a team through deciding whether DDD fits, modeling domain boundaries, and applying tactical/evented patterns where justified.","Current system context, domain expert or product-owner proxy, business goals, integration landscape, and agreement on key domain outcomes.","Workflow pattern with steps for DDD fit assessment, strategic model, context mapping, tactical model, and selective evented design.","Evidence should preserve the workflow steps and avoid treating DDD as automatic; first gate is deciding whether full, partial, or lightweight modeling is justified.",Domain expert or product-owner review is needed before freezing model boundaries or implementation decisions.,Keep as a reference workflow until adapted into an ECC contract; do not mutate architecture or code from catalog classification alone.,"The staged progression: assess fit, create strategic model, map contexts, implement tactical model, adopt evented patterns selectively.","Do not assume event sourcing, CQRS, or sagas are required; the source frames them as selective.",https://raw.githubusercontent.com/sickn33/antigravity-awesome-skills/main/data/workflows.json,workflow-surface;ddd;architecture;bounded-contexts;domain-modeling
surface-0142,Machine-readable bundles,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,use_with_caution,exact_page_sparse,low,Use a machine-readable bundle registry as structured input for reusable Codex/ECC catalog lookup and routing.,"Machine-readable bundle JSON, repo docs, source links, category indexes, and user-provided context.","Matched router surface, structured bundle metadata, and expansion plan for downstream inspection.",Fetch and validate JSON syntax/schema before treating entries as authoritative catalog data.,"Optional for internal catalog matching; required before generated routing affects users, project workflows, or external systems.",Keep as structured reference data until selected entries are verified and translated into explicit ECC contracts.,"Verified JSON field schema, identifiers, category mappings, and source-link structure.",Any inferred behavior beyond the structured metadata and any stale entries not confirmed against source files.,https://github.com/sickn33/antigravity-awesome-skills/blob/main/data/bundles.json,machine-readable;bundles-json;config-package;registry-data;router-surface
surface-0143,Plugin marketplace manifest,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,high,"Browse a marketplace manifest to identify installable local plugin bundles, categories, source paths, and installation policy shape for a reusable Codex/ECC catalog.","Repository manifest JSON with plugin entries, local source paths, category labels, and policy fields.","Matched config-package surface with registry fields, category mapping, and expansion plan for possible ECC contract reuse.","Confirm the manifest page is reachable, parseable as JSON, and contains plugin entries with source.path, policy.installation, policy.authentication, and category fields.",Optional for cataloging; required before copying package entries into an operational ECC contract or installing any bundle.,"Reference-only classification; do not install, execute, or copy into active workflow config without explicit review.","Manifest field structure: package name, display metadata, plugins array, local source path, install availability, authentication policy, category grouping.","Do not copy package contents, product-specific naming, or installation assumptions without an ECC contract and verification.",https://github.com/sickn33/antigravity-awesome-skills/blob/main/.agents/plugins/marketplace.json,manifest;marketplace;plugin-registry;config-package;skill-package-reference
surface-0144,Skills index,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,"Look up skill records by id, path, category, description, risk, source, setup requirements, and platform support for a reusable workflow catalog.","Large JSON skills index containing skill metadata, paths, categories, descriptions, risk labels, source labels, dates, platform targets, and setup summaries.",Normalized skill registry surface with routing metadata and candidate expansion paths.,"Confirm the exact index is reachable and representative records expose path, category, description, risk, source, and platform/setup metadata.","Optional for lookup; required if a matched skill will drive user-facing, external, regulated, or irreversible actions.","Treat as metadata reference only; do not assume listed skills are safe, current, or locally installed without separate verification.","Index record schema concepts: id, path, category, description, risk, source, setup, platform support, and date metadata.","Do not import skill behavior, risk labels, or platform support claims as trusted without reading the underlying skill files.",https://github.com/sickn33/antigravity-awesome-skills/blob/main/skills_index.json,skills-index;registry-json;router-metadata;config-package;skill-package-reference
surface-0145,Workflows index,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,skill_package_reference,gold,copy_or_adapt_now,canonicalized,high,Help a user choose and execute a workflow playbook that combines multiple skills toward one concrete outcome.,"Immediate user goal, matching workflow, prerequisites, related bundles, and step-specific skill references.","Workflow index entry or matched playbook with ordered steps, prompt examples, and linked skills.","Check that the selected workflow has prerequisites, ordered steps, skill links, and expected artifacts before treating it as reusable.","Optional for choosing a workflow; review required before outputs affect external systems, architecture, security testing, or release actions.",Use as a catalog/index reference only; do not execute linked workflows without the target repo contract and permissions.,"Index pattern: workflow definition, prerequisites, ordered steps, linked skills, prompt examples, and machine-readable metadata pointer.",Do not copy unrelated workflows into a specific ECC lane without a repeated job and input/output contract.,https://raw.githubusercontent.com/sickn33/antigravity-awesome-skills/main/docs/users/workflows.md,workflow-index;playbook;skill-router;machine-readable-index;workflow-surface
surface-0146,plugins/,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,medium-high,Browse plugin bundle folders to understand how reusable packages are grouped as installable directory surfaces.,Repository folder listing of plugin bundle directories plus related manifest references.,Catalog door classification for plugin bundle directory organization and package expansion paths.,Confirm the folder is reachable and contains multiple package directories that correspond to manifest source paths.,"Optional for reference cataloging; required before installing, vendoring, or adapting a bundle.",Reference-only; do not execute bundle scripts or copy directories into an ECC workflow without review.,"Directory-level package grouping, bundle naming, and manifest-to-folder linkage pattern.",Do not infer full workflow behavior from folder names alone; inspect nested files before reuse.,https://github.com/sickn33/antigravity-awesome-skills/tree/main/plugins,plugins-folder;package-layout;bundle-directory;config-package;sparse-behavior
surface-0147,skills/,sickn33/antigravity-awesome-skills,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,high,Browse a skill library folder to identify reusable skill package conventions and category coverage for workflow routing.,"Skills directory listing plus README guidance describing per-skill folders, required SKILL.md files, optional scripts, examples, and resources.",Workflow pattern reference for reusable skill/package ideas and router matches.,"Confirm the folder and README are reachable, and verify representative skills before making behavior-level claims.",Optional for structural lookup; required before using any skill output to affect a person or external system.,Reference-only until a specific skill is read and copied into an ECC contract with explicit safety gates.,"Skill folder convention: one folder per skill, required SKILL.md, optional scripts, examples, and resources, plus category grouping.","Do not treat directory presence as proof of quality, safety, or local availability; avoid copying broad library assumptions.",https://github.com/sickn33/antigravity-awesome-skills/tree/main/skills,skills-folder;skill.md;skill-library;agent-workflows;config-package
surface-0150,/build,tinh2/skills-hub-registry,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,verify_source_first,broken,low,Route build-related workflow lookup requests to a reusable skill/package reference for build configuration patterns.,"Repo docs, skill files, manifests, category indexes, or other inspectable package metadata for the /build door.","Workflow pattern, reusable skill/package idea, or router match for build workflow use cases.","Confirm the source page, README, or raw skill files before copying behavior into an ECC contract.",Optional unless output affects a person or external system.,Keep as reference pattern until copied into an ECC contract.,"Door naming, category placement, config-package framing, and manifest/registry shape if verified.",Any build automation behavior not visible in verified source files.,https://github.com/tinh2/skills-hub-registry/tree/main/build/build,skill-registry;config-package;build;agent-workflows
surface-0151,/devops,tinh2/skills-hub-registry,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,verify_source_first,broken,low,Route deployment or operations workflow lookup requests to a reusable skill/package reference for DevOps configuration patterns.,"Repo docs, skill files, manifests, category indexes, or other inspectable package metadata for the /devops door.","Workflow pattern, reusable skill/package idea, or router match for DevOps workflow use cases.","Confirm the source page, README, or raw skill files before copying behavior into an ECC contract.",Optional unless output affects a person or external system.,Keep as reference pattern until copied into an ECC contract.,"Door naming, deploy category placement, config-package framing, and manifest/registry shape if verified.",Any deployment execution behavior not visible in verified source files.,https://github.com/tinh2/skills-hub-registry/tree/main/deploy/devops,skill-registry;config-package;devops;deploy;agent-workflows
surface-0154,/integrate,tinh2/skills-hub-registry,agent_workflows,config_package_registry,codex_config_candidate,needs_verification,verify_source_first,broken,low,Route integration workflow lookup requests to a reusable skill/package reference for integration configuration patterns.,"Repo docs, skill files, manifests, category indexes, or other inspectable package metadata for the /integrate door.","Workflow pattern, reusable skill/package idea, or router match for integration workflow use cases.","Confirm the source page, README, or raw skill files before copying behavior into an ECC contract.",Optional unless output affects a person or external system.,Keep as reference pattern until copied into an ECC contract.,"Door naming, integration category placement, config-package framing, and manifest/registry shape if verified.",Any integration behavior not visible in verified source files.,https://github.com/tinh2/skills-hub-registry/tree/main/integration/integrate,skill-registry;config-package;integration;agent-workflows
surface-0159,README Skill Catalog,tinh2/skills-hub-registry,agent_workflows,config_package_registry,skill_package_reference,gold,copy_or_adapt_now,exact_page_reachable,high,"Browse a structured registry of reusable skills by category, skill path, description, format rules, and design patterns.","Repository README, category folders, skill names, SKILL.md files, category index, and marketplace-style metadata fields.","Catalog row, router match, reusable workflow-package pattern, or expansion plan grounded in the registry structure.","Check that categories, paths, and metadata fields match the README; treat README descriptions as catalog evidence, not proof of runtime behavior.","Optional unless the selected registry idea will be copied into a live workflow, affect users, or trigger external actions.","Keep as reference pattern until copied into an ECC contract with explicit input, output, validation, and action boundaries.","Copy the category taxonomy, path convention, metadata schema, quality scoring dimensions, and orchestrator-versus-standalone distinction.",Do not copy broad marketplace claims or runtime behavior without checking the specific SKILL.md file.,https://github.com/tinh2/skills-hub-registry/blob/main/README.md,registry;skill-catalog;metadata;taxonomy;config-package;router
surface-0161,build,tinh2/skills-hub-registry,agent_workflows,config_package_registry,skill_package_reference,silver,strong_reference,canonicalized,medium,"Use a build-category registry surface to identify project scaffolding and build-pipeline skills, including the standalone build workflow.","Repository README, build category folder, source links, category indexes, and user-provided build context such as idea, spec, or comparable product.","Matched build router surface, reusable build-pipeline idea, or expansion plan for a local ECC workflow contract.",Confirm whether the request refers to the build category or the nested build skill before copying behavior; check the specific SKILL.md for actual phases.,Human review is needed before generating or changing a real project; catalog matching alone can remain optional-review.,"Keep as reference pattern until copied into an ECC contract; do not execute build actions, install dependencies, or modify files during cataloging.","Copy the category-folder-to-specific-skill disambiguation, project-scaffolding category framing, and standalone-skill routing idea.",Do not assume all build-category skills share the nested build skill behavior; avoid copying implementation phases without a dedicated source read.,https://raw.githubusercontent.com/tinh2/skills-hub-registry/main/build/build/SKILL.md,build;scaffolding;category-folder;router;config-package;skill-registry
surface-0166,mvp-spec,tinh2/skills-hub-registry,agent_workflows,config_package_registry,codex_config_candidate,gold,copy_or_adapt_now,canonicalized,high,"Analyze an app from video, screenshots, URL, or description, then convert product analysis into ordered engineering implementation stories.","Video file, screen recording, screenshots, URL, app description, or a combination of those inputs.","Product analysis plus generated engineering stories ordered by implementation dependency, with BE/FE counts and next-step recommendations.",Every story must trace back to phase 1 feature or story candidate; self-healing validation up to 3 iterations with tests/build where applicable.,optional unless output affects a person or external system,"Keep as reference pattern until copied into an ECC contract; specs should remain draft planning artifacts until reviewed for scope, feasibility, and safety.","Input modes, phase handoff from analysis to spec, traceability requirement, implementation ordering, concise output summary.",No-question autonomy and assumptions about downstream story commands unless adapted to local Codex/ECC surfaces.,https://raw.githubusercontent.com/tinh2/skills-hub-registry/main/combo/mvp-spec/SKILL.md,combo;mvp-analysis;spec-generation;product-teardown;story-generation;traceability
